GRAND PRIX,DATE,PTS
Brazil,07 Apr 1985,9
Portugal,21 Apr 1985,0
San Marino,05 May 1985,3
Monaco,19 May 1985,9
Canada,16 Jun 1985,4
Detroit,23 Jun 1985,0
France,07 Jul 1985,4
Great Britain,21 Jul 1985,9
Germany,04 Aug 1985,8
Austria,18 Aug 1985,9
Netherlands,25 Aug 1985,15
Italy,08 Sep 1985,9
Belgium,15 Sep 1985,4
Europe,06 Oct 1985,3
South Africa,19 Oct 1985,4
Australia,03 Nov 1985,0
