GRAND PRIX,DATE,PTS
France,07 Jul 1985,0
Great Britain,21 Jul 1985,0
Germany,04 Aug 1985,0
Austria,18 Aug 1985,0
Netherlands,25 Aug 1985,0
Italy,08 Sep 1985,0
Belgium,15 Sep 1985,0
Europe,06 Oct 1985,0
South Africa,19 Oct 1985,0
Australia,03 Nov 1985,3
