GRAND PRIX,DATE,PTS
Brazil,07 Apr 1985,1
Portugal,21 Apr 1985,0
San Marino,05 May 1985,0
Monaco,19 May 1985,4
Canada,16 Jun 1985,0
Detroit,23 Jun 1985,0
France,07 Jul 1985,0
Great Britain,21 Jul 1985,4
Germany,04 Aug 1985,4
Austria,18 Aug 1985,0
Netherlands,25 Aug 1985,0
Italy,08 Sep 1985,0
Belgium,15 Sep 1985,0
Europe,06 Oct 1985,0
Australia,03 Nov 1985,10
