GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,01 Jan 1965,Brabham BRM,7,0
Monaco,30 May 1965,Brabham BRM,6,1
Belgium,13 Jun 1965,Brabham BRM,8,0
France,27 Jun 1965,Brabham BRM,6,1
Great Britain,10 Jul 1965,Brabham BRM,9,0
Netherlands,18 Jul 1965,Brabham BRM,13,0
Germany,01 Aug 1965,Brabham BRM,DNF,0
Italy,12 Sep 1965,Brabham BRM,DNF,0
United States,03 Oct 1965,Brabham BRM,11,0
Mexico,24 Oct 1965,Brabham BRM,4,3
