GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,01 Jan 1965,Lotus Climax,4,3
Belgium,13 Jun 1965,Lotus Climax,7,0
France,27 Jun 1965,Lotus Climax,7,0
Great Britain,10 Jul 1965,Lotus Climax,4,3
Netherlands,18 Jul 1965,Lotus Climax,8,0
Germany,01 Aug 1965,Lotus Climax,DNF,0
Italy,12 Sep 1965,Lotus Climax,DNF,0
United States,03 Oct 1965,Lotus Climax,DNF,0
Mexico,24 Oct 1965,Lotus Climax,3,4
