GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,30 May 1965,Lotus BRM,DNF,0
Belgium,13 Jun 1965,Lotus BRM,DNF,0
Great Britain,10 Jul 1965,Lotus BRM,13,0
Netherlands,18 Jul 1965,Lotus BRM,12,0
Germany,01 Aug 1965,Lotus BRM,DNF,0
Italy,12 Sep 1965,Lotus BRM,6,1
United States,03 Oct 1965,Lotus BRM,10,0
Mexico,24 Oct 1965,Lotus BRM,6,1
