GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,30 May 1965,Honda,DNF,0
Belgium,13 Jun 1965,Honda,DNF,0
France,27 Jun 1965,Honda,DNF,0
Italy,12 Sep 1965,Honda,DNF,0
United States,03 Oct 1965,Honda,13,0
Mexico,24 Oct 1965,Honda,5,2
