GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,03 Apr 1988,Arrows Megatron,8,0
San Marino,01 May 1988,Arrows Megatron,7,0
Monaco,15 May 1988,Arrows Megatron,DNF,0
Mexico,29 May 1988,Arrows Megatron,6,1
Canada,12 Jun 1988,Arrows Megatron,DNF,0
Detroit,19 Jun 1988,Arrows Megatron,DNF,0
France,03 Jul 1988,Arrows Megatron,11,0
Great Britain,10 Jul 1988,Arrows Megatron,7,0
Germany,24 Jul 1988,Arrows Megatron,10,0
Hungary,07 Aug 1988,Arrows Megatron,DNF,0
Belgium,28 Aug 1988,Arrows Megatron,6,1
Italy,11 Sep 1988,Arrows Megatron,3,4
Portugal,25 Sep 1988,Arrows Megatron,DNF,0
Spain,02 Oct 1988,Arrows Megatron,DNF,0
Japan,30 Oct 1988,Arrows Megatron,DNF,0
Australia,13 Nov 1988,Arrows Megatron,DNF,0
