GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,03 Apr 1988,Ferrari,5,2
San Marino,01 May 1988,Ferrari,DNF,0
Monaco,15 May 1988,Ferrari,3,4
Mexico,29 May 1988,Ferrari,4,3
Canada,12 Jun 1988,Ferrari,DNF,0
Detroit,19 Jun 1988,Ferrari,DNF,0
France,03 Jul 1988,Ferrari,3,4
Great Britain,10 Jul 1988,Ferrari,DNF,0
Germany,24 Jul 1988,Ferrari,4,3
Hungary,07 Aug 1988,Ferrari,DNF,0
Belgium,28 Aug 1988,Ferrari,DNF,0
Italy,11 Sep 1988,Ferrari,2,6
Portugal,25 Sep 1988,Ferrari,5,2
Spain,02 Oct 1988,Ferrari,DNF,0
Japan,30 Oct 1988,Ferrari,11,0
