GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,03 Apr 1988,McLaren Honda,1,9
San Marino,01 May 1988,McLaren Honda,2,6
Monaco,15 May 1988,McLaren Honda,1,9
Mexico,29 May 1988,McLaren Honda,1,9
Canada,12 Jun 1988,McLaren Honda,2,6
Detroit,19 Jun 1988,McLaren Honda,2,6
France,03 Jul 1988,McLaren Honda,1,9
Great Britain,10 Jul 1988,McLaren Honda,DNF,0
Germany,24 Jul 1988,McLaren Honda,2,6
Hungary,07 Aug 1988,McLaren Honda,2,6
Belgium,28 Aug 1988,McLaren Honda,2,6
Italy,11 Sep 1988,McLaren Honda,DNF,0
Portugal,25 Sep 1988,McLaren Honda,1,9
Spain,02 Oct 1988,McLaren Honda,1,9
Japan,30 Oct 1988,McLaren Honda,2,6
Australia,13 Nov 1988,McLaren Honda,1,9
