GRAND PRIX,DATE,PTS
Monaco,10 May 1959,8
Netherlands,31 May 1959,6
France,05 Jul 1959,4
Great Britain,18 Jul 1959,8
Germany,02 Aug 1959,3
Portugal,23 Aug 1959,8
Italy,13 Sep 1959,8
United States,12 Dec 1959,8
