GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1980,McLaren Ford,6,1
Brazil,27 Jan 1980,McLaren Ford,5,2
South Africa,01 Mar 1980,McLaren Ford,DNS,0
Belgium,04 May 1980,McLaren Ford,DNF,0
Monaco,18 May 1980,McLaren Ford,DNF,0
France,29 Jun 1980,McLaren Ford,DNF,0
Great Britain,13 Jul 1980,McLaren Ford,6,1
Germany,10 Aug 1980,McLaren Ford,11,0
Austria,17 Aug 1980,McLaren Ford,7,0
Netherlands,31 Aug 1980,McLaren Ford,6,1
Italy,14 Sep 1980,McLaren Ford,7,0
Canada,28 Sep 1980,McLaren Ford,DNF,0
USA East,05 Oct 1980,McLaren Ford,DNS,0
