GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1980,Williams Ford,1,9
Brazil,27 Jan 1980,Williams Ford,3,4
South Africa,01 Mar 1980,Williams Ford,DNF,0
USA West,30 Mar 1980,Williams Ford,DNF,0
Belgium,04 May 1980,Williams Ford,2,6
Monaco,18 May 1980,Williams Ford,DNF,0
France,29 Jun 1980,Williams Ford,1,9
Great Britain,13 Jul 1980,Williams Ford,1,9
Germany,10 Aug 1980,Williams Ford,3,4
Austria,17 Aug 1980,Williams Ford,2,6
Netherlands,31 Aug 1980,Williams Ford,11,0
Italy,14 Sep 1980,Williams Ford,2,6
Canada,28 Sep 1980,Williams Ford,1,9
USA East,05 Oct 1980,Williams Ford,1,9
