GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1980,Brabham Ford,2,6
Brazil,27 Jan 1980,Brabham Ford,DNF,0
South Africa,01 Mar 1980,Brabham Ford,4,3
USA West,30 Mar 1980,Brabham Ford,1,9
Belgium,04 May 1980,Brabham Ford,DNF,0
Monaco,18 May 1980,Brabham Ford,3,4
France,29 Jun 1980,Brabham Ford,4,3
Great Britain,13 Jul 1980,Brabham Ford,2,6
Germany,10 Aug 1980,Brabham Ford,4,3
Austria,17 Aug 1980,Brabham Ford,5,2
Netherlands,31 Aug 1980,Brabham Ford,1,9
Italy,14 Sep 1980,Brabham Ford,1,9
Canada,28 Sep 1980,Brabham Ford,DNF,0
USA East,05 Oct 1980,Brabham Ford,DNF,0
