GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1980,Fittipaldi Ford,3,4
Brazil,27 Jan 1980,Fittipaldi Ford,9,0
South Africa,01 Mar 1980,Fittipaldi Ford,DNF,0
USA West,30 Mar 1980,Fittipaldi Ford,DNF,0
Belgium,04 May 1980,Fittipaldi Ford,7,0
Monaco,18 May 1980,Fittipaldi Ford,DNS,0
France,29 Jun 1980,Fittipaldi Ford,DNF,0
Germany,10 Aug 1980,Fittipaldi Ford,DNF,0
Austria,17 Aug 1980,Fittipaldi Ford,16,0
Netherlands,31 Aug 1980,Fittipaldi Ford,DNS,0
Italy,14 Sep 1980,Fittipaldi Ford,5,2
Canada,28 Sep 1980,Fittipaldi Ford,9,0
USA East,05 Oct 1980,Fittipaldi Ford,10,0
