GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1980,Renault,DNF,0
Brazil,27 Jan 1980,Renault,1,9
South Africa,01 Mar 1980,Renault,1,9
USA West,30 Mar 1980,Renault,9,0
Belgium,04 May 1980,Renault,4,3
Monaco,18 May 1980,Renault,DNF,0
France,29 Jun 1980,Renault,5,2
Great Britain,13 Jul 1980,Renault,DNC,0
Germany,10 Aug 1980,Renault,DNF,0
Austria,17 Aug 1980,Renault,9,0
Netherlands,31 Aug 1980,Renault,2,6
Italy,14 Sep 1980,Renault,10,0
Canada,28 Sep 1980,Renault,DNF,0
USA East,05 Oct 1980,Renault,7,0
