POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Jody Scheckter,Ferrari,50,1:22:00.220,9
2,12,Gilles Villeneuve,Ferrari,50,+0.460s,6
3,28,Clay Regazzoni,Williams Ford,50,+4.780s,4
4,5,Niki Lauda,Brabham Alfa Romeo,50,+54.400s,3
5,1,Mario Andretti,Lotus Ford,50,+59.700s,2
6,4,Jean-Pierre Jarier,Tyrrell Ford,50,+61.550s,1
7,2,Carlos Reutemann,Lotus Ford,50,+84.140s,0
8,14,Emerson Fittipaldi,Fittipaldi Ford,49,+1 lap,0
9,27,Alan Jones,Williams Ford,49,+1 lap,0
10,3,Didier Pironi,Tyrrell Ford,49,+1 lap,0
11,9,Hans-Joachim Stuck,ATS Ford,49,+1 lap,0
12,36,Vittorio Brambilla,Alfa Romeo,49,+1 lap,0
13,29,Riccardo Patrese,Arrows Ford,47,+3 laps,0
14,15,Jean-Pierre Jabouille,Renault,45,DNF,0
NC,26,Jacques Laffite,Ligier Ford,41,DNF,0
NC,20,Keke Rosberg,Wolf Ford,41,DNF,0
NC,25,Jacky Ickx,Ligier Ford,40,DNF,0
NC,18,Elio de Angelis,Shadow Ford,33,DNF,0
NC,35,Bruno Giacomelli,Alfa Romeo,28,DNF,0
NC,7,John Watson,McLaren Ford,13,DNF,0
NC,16,Rene Arnoux,Renault,13,DNF,0
NC,8,Patrick Tambay,McLaren Ford,3,DNF,0
NC,30,Jochen Mass,Arrows Ford,3,DNF,0
NC,6,Nelson Piquet,Brabham Alfa Romeo,1,DNF,0
