GRAND PRIX,DATE,PTS
Australia,06 Mar 2005,16
Malaysia,20 Mar 2005,10
Bahrain,03 Apr 2005,10
San Marino,24 Apr 2005,10
Spain,08 May 2005,12
Monaco,22 May 2005,5
Europe,29 May 2005,13
Canada,12 Jun 2005,0
United States,19 Jun 2005,0
France,03 Jul 2005,13
Great Britain,10 Jul 2005,13
Germany,24 Jul 2005,15
Hungary,31 Jul 2005,0
Turkey,21 Aug 2005,13
Italy,04 Sep 2005,14
Belgium,11 Sep 2005,8
Brazil,25 Sep 2005,10
Japan,09 Oct 2005,14
China,16 Oct 2005,15
