POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Denny Hulme,McLaren Ford,90,2:27:11.200,9
2,2,Bruce McLaren,McLaren Ford,89,+1 lap,6
3,16,Pedro Rodriguez,BRM,88,+2 laps,4
4,3,Graham Hill,Lotus Ford,86,+4 laps,3
5,21,Vic Elford,Cooper BRM,86,+4 laps,2
6,14,Jackie Stewart,Matra Ford,83,+7 laps,1
NC,18,Jean-Pierre Beltoise,Matra,77,DNF,0
NC,9,Chris Amon,Ferrari,72,DNF,0
NC,15,Johnny Servoz-Gavin,Matra Ford,71,DNF,0
NC,20,Lucien Bianchi,Cooper BRM,56,+34 laps,0
NC,19,Henri Pescarolo,Matra,54,DNF,0
NC,6,Jochen Rindt,Brabham Repco,39,DNF,0
NC,4,Jackie Oliver,Lotus Ford,32,DNF,0
NC,5,Jack Brabham,Brabham Repco,31,DNF,0
NC,12,Jo Siffert,Lotus Ford,29,DNF,0
NC,11,Dan Gurney,McLaren Ford,29,DNF,0
NC,24,Piers Courage,BRM,22,DNF,0
NC,27,Bill Brack,Lotus Ford,18,DNF,0
NC,8,John Surtees,Honda,10,DNF,0
NC,22,Jo Bonnier,Mclaren BRM,0,DNF,0
