GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,15 Mar 2015,Force India Mercedes,10,1
Malaysia,29 Mar 2015,Force India Mercedes,13,0
China,12 Apr 2015,Force India Mercedes,11,0
Bahrain,19 Apr 2015,Force India Mercedes,8,4
Spain,10 May 2015,Force India Mercedes,13,0
Monaco,24 May 2015,Force India Mercedes,7,6
Canada,07 Jun 2015,Force India Mercedes,11,0
Austria,21 Jun 2015,Force India Mercedes,9,2
Great Britain,05 Jul 2015,Force India Mercedes,9,2
Hungary,26 Jul 2015,Force India Mercedes,DNF,0
Belgium,23 Aug 2015,Force India Mercedes,5,10
Italy,06 Sep 2015,Force India Mercedes,6,8
Singapore,20 Sep 2015,Force India Mercedes,7,6
Japan,27 Sep 2015,Force India Mercedes,12,0
Russia,11 Oct 2015,Force India Mercedes,3,15
United States,25 Oct 2015,Force India Mercedes,5,10
Mexico,01 Nov 2015,Force India Mercedes,8,4
Brazil,15 Nov 2015,Force India Mercedes,12,0
Abu Dhabi,29 Nov 2015,Force India Mercedes,5,10
