GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,15 Mar 2015,STR Renault,DNF,0
Malaysia,29 Mar 2015,STR Renault,7,6
China,12 Apr 2015,STR Renault,DNF,0
Bahrain,19 Apr 2015,STR Renault,DNF,0
Spain,10 May 2015,STR Renault,11,0
Monaco,24 May 2015,STR Renault,DNF,0
Canada,07 Jun 2015,STR Renault,15,0
Austria,21 Jun 2015,STR Renault,8,4
Great Britain,05 Jul 2015,STR Renault,DNF,0
Hungary,26 Jul 2015,STR Renault,4,12
Belgium,23 Aug 2015,STR Renault,8,4
Italy,06 Sep 2015,STR Renault,12,0
Singapore,20 Sep 2015,STR Renault,8,4
Japan,27 Sep 2015,STR Renault,9,2
Russia,11 Oct 2015,STR Renault,10,1
United States,25 Oct 2015,STR Renault,4,12
Mexico,01 Nov 2015,STR Renault,9,2
Brazil,15 Nov 2015,STR Renault,9,2
Abu Dhabi,29 Nov 2015,STR Renault,16,0
