GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,15 Mar 2015,Mercedes,1,25
Malaysia,29 Mar 2015,Mercedes,2,18
China,12 Apr 2015,Mercedes,1,25
Bahrain,19 Apr 2015,Mercedes,1,25
Spain,10 May 2015,Mercedes,2,18
Monaco,24 May 2015,Mercedes,3,15
Canada,07 Jun 2015,Mercedes,1,25
Austria,21 Jun 2015,Mercedes,2,18
Great Britain,05 Jul 2015,Mercedes,1,25
Hungary,26 Jul 2015,Mercedes,6,8
Belgium,23 Aug 2015,Mercedes,1,25
Italy,06 Sep 2015,Mercedes,1,25
Singapore,20 Sep 2015,Mercedes,DNF,0
Japan,27 Sep 2015,Mercedes,1,25
Russia,11 Oct 2015,Mercedes,1,25
United States,25 Oct 2015,Mercedes,1,25
Mexico,01 Nov 2015,Mercedes,2,18
Brazil,15 Nov 2015,Mercedes,2,18
Abu Dhabi,29 Nov 2015,Mercedes,2,18
