GRAND PRIX,DATE,PTS
Australia,16 Mar 2014,10
Malaysia,30 Mar 2014,10
Bahrain,06 Apr 2014,10
China,20 Apr 2014,6
Spain,11 May 2014,10
Monaco,25 May 2014,6
Canada,08 Jun 2014,6
Austria,22 Jun 2014,27
Great Britain,06 Jul 2014,18
Germany,20 Jul 2014,18
Hungary,27 Jul 2014,14
Belgium,24 Aug 2014,15
Italy,07 Sep 2014,27
Singapore,21 Sep 2014,10
Japan,05 Oct 2014,14
Russia,21 Oct 2014,15
United States,02 Nov 2014,22
Brazil,09 Nov 2014,16
Abu Dhabi,23 Nov 2014,66
