GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,14 Mar 2010,Mercedes,6,8
Australia,28 Mar 2010,Mercedes,10,1
Malaysia,04 Apr 2010,Mercedes,DNF,0
China,18 Apr 2010,Mercedes,10,1
Spain,09 May 2010,Mercedes,4,12
Monaco,16 May 2010,Mercedes,12,0
Turkey,30 May 2010,Mercedes,4,12
Canada,13 Jun 2010,Mercedes,11,0
Europe,27 Jun 2010,Mercedes,15,0
Great Britain,11 Jul 2010,Mercedes,9,2
Germany,25 Jul 2010,Mercedes,9,2
Hungary,01 Aug 2010,Mercedes,11,0
Belgium,29 Aug 2010,Mercedes,7,6
Italy,12 Sep 2010,Mercedes,9,2
Singapore,26 Sep 2010,Mercedes,13,0
Japan,10 Oct 2010,Mercedes,6,8
South Korea,24 Oct 2010,Mercedes,4,12
Brazil,07 Nov 2010,Mercedes,7,6
Abu Dhabi,14 Nov 2010,Mercedes,DNF,0
