GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,14 Mar 2010,Force India Mercedes,9,2
Australia,28 Mar 2010,Force India Mercedes,7,6
Malaysia,04 Apr 2010,Force India Mercedes,DNF,0
China,18 Apr 2010,Force India Mercedes,DNF,0
Spain,09 May 2010,Force India Mercedes,DNF,0
Monaco,16 May 2010,Force India Mercedes,9,2
Turkey,30 May 2010,Force India Mercedes,13,0
Canada,13 Jun 2010,Force India Mercedes,9,2
Europe,27 Jun 2010,Force India Mercedes,16,0
Great Britain,11 Jul 2010,Force India Mercedes,11,0
Germany,25 Jul 2010,Force India Mercedes,16,0
Hungary,01 Aug 2010,Force India Mercedes,13,0
Belgium,29 Aug 2010,Force India Mercedes,10,1
Italy,12 Sep 2010,Force India Mercedes,12,0
Singapore,26 Sep 2010,Force India Mercedes,DNF,0
Japan,10 Oct 2010,Force India Mercedes,DNF,0
South Korea,24 Oct 2010,Force India Mercedes,6,8
Brazil,07 Nov 2010,Force India Mercedes,DNF,0
Abu Dhabi,14 Nov 2010,Force India Mercedes,DNF,0
