GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,14 Mar 2010,Ferrari,1,25
Australia,28 Mar 2010,Ferrari,4,12
Malaysia,04 Apr 2010,Ferrari,DNF,0
China,18 Apr 2010,Ferrari,4,12
Spain,09 May 2010,Ferrari,2,18
Monaco,16 May 2010,Ferrari,6,8
Turkey,30 May 2010,Ferrari,8,4
Canada,13 Jun 2010,Ferrari,3,15
Europe,27 Jun 2010,Ferrari,8,4
Great Britain,11 Jul 2010,Ferrari,14,0
Germany,25 Jul 2010,Ferrari,1,25
Hungary,01 Aug 2010,Ferrari,2,18
Belgium,29 Aug 2010,Ferrari,DNF,0
Italy,12 Sep 2010,Ferrari,1,25
Singapore,26 Sep 2010,Ferrari,1,25
Japan,10 Oct 2010,Ferrari,3,15
South Korea,24 Oct 2010,Ferrari,1,25
Brazil,07 Nov 2010,Ferrari,3,15
Abu Dhabi,14 Nov 2010,Ferrari,7,6
