GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,14 Mar 2010,McLaren Mercedes,7,6
Australia,28 Mar 2010,McLaren Mercedes,1,25
Malaysia,04 Apr 2010,McLaren Mercedes,8,4
China,18 Apr 2010,McLaren Mercedes,1,25
Spain,09 May 2010,McLaren Mercedes,5,10
Monaco,16 May 2010,McLaren Mercedes,DNF,0
Turkey,30 May 2010,McLaren Mercedes,2,18
Canada,13 Jun 2010,McLaren Mercedes,2,18
Europe,27 Jun 2010,McLaren Mercedes,3,15
Great Britain,11 Jul 2010,McLaren Mercedes,4,12
Germany,25 Jul 2010,McLaren Mercedes,5,10
Hungary,01 Aug 2010,McLaren Mercedes,8,4
Belgium,29 Aug 2010,McLaren Mercedes,DNF,0
Italy,12 Sep 2010,McLaren Mercedes,2,18
Singapore,26 Sep 2010,McLaren Mercedes,4,12
Japan,10 Oct 2010,McLaren Mercedes,4,12
South Korea,24 Oct 2010,McLaren Mercedes,12,0
Brazil,07 Nov 2010,McLaren Mercedes,5,10
Abu Dhabi,14 Nov 2010,McLaren Mercedes,3,15
