GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,14 Mar 2010,Ferrari,2,18
Australia,28 Mar 2010,Ferrari,3,15
Malaysia,04 Apr 2010,Ferrari,7,6
China,18 Apr 2010,Ferrari,9,2
Spain,09 May 2010,Ferrari,6,8
Monaco,16 May 2010,Ferrari,4,12
Turkey,30 May 2010,Ferrari,7,6
Canada,13 Jun 2010,Ferrari,15,0
Europe,27 Jun 2010,Ferrari,11,0
Great Britain,11 Jul 2010,Ferrari,15,0
Germany,25 Jul 2010,Ferrari,2,18
Hungary,01 Aug 2010,Ferrari,4,12
Belgium,29 Aug 2010,Ferrari,4,12
Italy,12 Sep 2010,Ferrari,3,15
Singapore,26 Sep 2010,Ferrari,8,4
Japan,10 Oct 2010,Ferrari,DNF,0
South Korea,24 Oct 2010,Ferrari,3,15
Brazil,07 Nov 2010,Ferrari,15,0
Abu Dhabi,14 Nov 2010,Ferrari,10,1
