GRAND PRIX,DATE,PTS
Argentina,15 Jan 1978,0
Brazil,29 Jan 1978,6
South Africa,04 Mar 1978,0
USA West,02 Apr 1978,0
Monaco,07 May 1978,0
Belgium,21 May 1978,0
Spain,04 Jun 1978,0
Sweden,17 Jun 1978,1
France,02 Jul 1978,0
Great Britain,16 Jul 1978,0
Germany,30 Jul 1978,3
Austria,13 Aug 1978,3
Netherlands,27 Aug 1978,2
Italy,10 Sep 1978,0
USA East,01 Oct 1978,2
Canada,08 Oct 1978,0
