GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,01 Jan 1968,Ferrari,4,3
Spain,12 May 1968,Ferrari,DNF,0
Belgium,09 Jun 1968,Ferrari,DNF,0
Netherlands,23 Jun 1968,Ferrari,6,1
France,07 Jul 1968,Ferrari,10,0
Great Britain,20 Jul 1968,Ferrari,2,6
Germany,04 Aug 1968,Ferrari,DNF,0
Italy,08 Sep 1968,Ferrari,DNF,0
Canada,22 Sep 1968,Ferrari,DNF,0
United States,06 Oct 1968,Ferrari,DNF,0
Mexico,03 Nov 1968,Ferrari,DNF,0
