GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,01 Jan 1968,Mclaren BRM,5,2
Spain,12 May 1968,McLaren Ford,2,6
Monaco,26 May 1968,McLaren Ford,5,2
Belgium,09 Jun 1968,McLaren Ford,DNF,0
Netherlands,23 Jun 1968,McLaren Ford,DNF,0
France,07 Jul 1968,McLaren Ford,5,2
Great Britain,20 Jul 1968,McLaren Ford,4,3
Germany,04 Aug 1968,McLaren Ford,7,0
Italy,08 Sep 1968,McLaren Ford,1,9
Canada,22 Sep 1968,McLaren Ford,1,9
United States,06 Oct 1968,McLaren Ford,DNF,0
Mexico,03 Nov 1968,McLaren Ford,DNF,0
