GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Switzerland,27 May 1951,Ferrari,DNF,0
Belgium,17 Jun 1951,Ferrari,3,4
France,01 Jul 1951,Ferrari,3,4
Great Britain,14 Jul 1951,Ferrari,3,4
Germany,29 Jul 1951,Ferrari,4,3
Italy,16 Sep 1951,Ferrari,4,3
Spain,28 Oct 1951,Ferrari,DNF,0
