GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Great Britain,14 Jul 1951,Alfa Romeo,4,3
Germany,29 Jul 1951,Alfa Romeo,DNF,0
Italy,16 Sep 1951,Alfa Romeo,SHC,2
Spain,28 Oct 1951,Alfa Romeo,5,2
