GRAND PRIX,DRIVER,CAR,TIME
Monaco,Richie Ginther,Ferrari,1:36.300
Netherlands,Jim Clark,Lotus Climax,1:35.500
Belgium,Richie Ginther,Ferrari,3:59.800
France,Phil Hill,Ferrari,2:27.100
Great Britain,Tony Brooks,BRM Climax,1:57.800
Germany,Phil Hill,Ferrari,8:57.800
Italy,Giancarlo Baghetti,Ferrari,2:48.400
United States,Jack Brabham,Cooper Climax,1:18.200
