GRAND PRIX,DATE,PTS
Australia,17 Mar 2019,1
Bahrain,31 Mar 2019,2
China,14 Apr 2019,1
Azerbaijan,28 Apr 2019,0
Spain,12 May 2019,2
Monaco,26 May 2019,10
Canada,09 Jun 2019,1
France,23 Jun 2019,0
Austria,30 Jun 2019,0
Great Britain,14 Jul 2019,2
Germany,28 Jul 2019,23
Hungary,04 Aug 2019,1
Belgium,01 Sep 2019,8
Italy,08 Sep 2019,0
Singapore,22 Sep 2019,4
Russia,29 Sep 2019,0
Japan,13 Oct 2019,7
Mexico,27 Oct 2019,2
United States,03 Nov 2019,0
Brazil,17 Nov 2019,19
Abu Dhabi,01 Dec 2019,2
