GRAND PRIX,DATE,PTS
Australia,17 Mar 2019,4
Bahrain,31 Mar 2019,6
China,14 Apr 2019,2
Azerbaijan,28 Apr 2019,1
Spain,12 May 2019,0
Monaco,26 May 2019,0
Canada,09 Jun 2019,0
France,23 Jun 2019,6
Austria,30 Jun 2019,3
Great Britain,14 Jul 2019,4
Germany,28 Jul 2019,0
Hungary,04 Aug 2019,6
Belgium,01 Sep 2019,0
Italy,08 Sep 2019,2
Singapore,22 Sep 2019,1
Russia,29 Sep 2019,0
Japan,13 Oct 2019,0
Mexico,27 Oct 2019,0
United States,03 Nov 2019,0
Brazil,17 Nov 2019,22
Abu Dhabi,01 Dec 2019,0
