GRAND PRIX,DATE,PTS
Australia,17 Mar 2019,2
Bahrain,31 Mar 2019,1
China,14 Apr 2019,4
Azerbaijan,28 Apr 2019,10
Spain,12 May 2019,0
Monaco,26 May 2019,0
Canada,09 Jun 2019,2
France,23 Jun 2019,0
Austria,30 Jun 2019,0
Great Britain,14 Jul 2019,0
Germany,28 Jul 2019,12
Hungary,04 Aug 2019,0
Belgium,01 Sep 2019,9
Italy,08 Sep 2019,6
Singapore,22 Sep 2019,0
Russia,29 Sep 2019,6
Japan,13 Oct 2019,6
Mexico,27 Oct 2019,6
United States,03 Nov 2019,1
Brazil,17 Nov 2019,2
Abu Dhabi,01 Dec 2019,6
