GRAND PRIX,DATE,PTS
Brazil,26 Mar 1995,0
Argentina,09 Apr 1995,7
San Marino,30 Apr 1995,0
Spain,14 May 1995,16
Monaco,28 May 1995,13
Canada,11 Jun 1995,2
France,02 Jul 1995,10
Great Britain,16 Jul 1995,10
Germany,30 Jul 1995,13
Hungary,13 Aug 1995,3
Belgium,27 Aug 1995,10
Italy,10 Sep 1995,10
Portugal,24 Sep 1995,6
Europe,01 Oct 1995,12
Pacific,22 Oct 1995,11
Japan,29 Oct 1995,14
Australia,12 Nov 1995,0
