POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Kimi Räikkönen,Ferrari,44,1:20:39.066,10
2,5,Felipe Massa,Ferrari,44,+4.695s,8
3,1,Fernando Alonso,McLaren Mercedes,44,+14.343s,6
4,2,Lewis Hamilton,McLaren Mercedes,44,+23.615s,5
5,9,Nick Heidfeld,Sauber BMW,44,+51.879s,4
6,16,Nico Rosberg,Williams Toyota,44,+76.876s,3
7,15,Mark Webber,Red Bull Renault,44,+80.639s,2
8,4,Heikki Kovalainen,Renault,44,+85.106s,1
9,10,Robert Kubica,Sauber BMW,44,+85.661s,0
10,11,Ralf Schumacher,Toyota,44,+88.574s,0
11,12,Jarno Trulli,Toyota,44,+103.653s,0
12,18,Vitantonio Liuzzi,STR Ferrari,43,+1 lap,0
13,8,Rubens Barrichello,Honda,43,+1 lap,0
14,20,Adrian Sutil,Spyker Ferrari,43,+1 lap,0
15,22,Takuma Sato,Super Aguri Honda,43,+1 lap,0
16,23,Anthony Davidson,Super Aguri Honda,43,+1 lap,0
17,21,Sakon Yamamoto,Spyker Ferrari,43,+1 lap,0
NC,7,Jenson Button,Honda,36,DNF,0
NC,17,Alexander Wurz,Williams Toyota,34,DNF,0
NC,14,David Coulthard,Red Bull Renault,29,DNF,0
NC,19,Sebastian Vettel,STR Ferrari,8,DNF,0
NC,3,Giancarlo Fisichella,Renault,1,DNF,0
