POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Fernando Alonso,McLaren Mercedes,53,1:18:37.806,10
2,2,Lewis Hamilton,McLaren Mercedes,53,+6.062s,8
3,6,Kimi Räikkönen,Ferrari,53,+27.325s,6
4,9,Nick Heidfeld,Sauber BMW,53,+56.562s,5
5,10,Robert Kubica,Sauber BMW,53,+60.558s,4
6,16,Nico Rosberg,Williams Toyota,53,+65.810s,3
7,4,Heikki Kovalainen,Renault,53,+66.751s,2
8,7,Jenson Button,Honda,53,+72.168s,1
9,15,Mark Webber,Red Bull Renault,53,+75.879s,0
10,8,Rubens Barrichello,Honda,53,+76.958s,0
11,12,Jarno Trulli,Toyota,53,+77.736s,0
12,3,Giancarlo Fisichella,Renault,52,+1 lap,0
13,17,Alexander Wurz,Williams Toyota,52,+1 lap,0
14,23,Anthony Davidson,Super Aguri Honda,52,+1 lap,0
15,11,Ralf Schumacher,Toyota,52,+1 lap,0
16,22,Takuma Sato,Super Aguri Honda,52,+1 lap,0
17,18,Vitantonio Liuzzi,STR Ferrari,52,+1 lap,0
18,19,Sebastian Vettel,STR Ferrari,52,+1 lap,0
19,20,Adrian Sutil,Spyker Ferrari,52,+1 lap,0
20,21,Sakon Yamamoto,Spyker Ferrari,52,+1 lap,0
NC,5,Felipe Massa,Ferrari,10,DNF,0
NC,14,David Coulthard,Red Bull Renault,1,DNF,0
