GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,22 May 1966,Ferrari,DNF,0
Belgium,12 Jun 1966,Ferrari,1,9
France,03 Jul 1966,Cooper Maserati,DNF,0
Great Britain,16 Jul 1966,Cooper Maserati,DNF,0
Netherlands,24 Jul 1966,Cooper Maserati,DNF,0
Germany,07 Aug 1966,Cooper Maserati,2,6
Italy,04 Sep 1966,Cooper Maserati,DNF,0
United States,02 Oct 1966,Cooper Maserati,3,4
Mexico,23 Oct 1966,Cooper Maserati,1,9
