GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,22 May 1966,BRM,4,3
Belgium,12 Jun 1966,BRM,DNF,0
Great Britain,16 Jul 1966,BRM,9,0
Germany,07 Aug 1966,BRM,DNF,0
Italy,04 Sep 1966,BRM,7,0
United States,02 Oct 1966,Eagle Weslake,DSQ,0
Mexico,23 Oct 1966,Eagle Weslake,DNF,0
