GRAND PRIX,DATE,CAR,RACE POSITION,PTS
France,03 Jul 1966,Lotus BRM,DNF,0
Great Britain,16 Jul 1966,Lotus BRM,DNF,0
Netherlands,24 Jul 1966,Lotus BRM,DNF,0
Germany,07 Aug 1966,null,12,0
Italy,04 Sep 1966,Lotus BRM,DNF,0
United States,02 Oct 1966,Lotus Climax,6,1
Mexico,23 Oct 1966,Lotus BRM,7,0
