GRAND PRIX,DRIVER,CAR,TIME
Argentina,Stirling Moss,Cooper Climax,1:38.900
Monaco,Bruce McLaren,Lotus Climax,1:36.200
Indianapolis 500,Jim Rathmann,Watson Offenhauser,1:01.590
Netherlands,Stirling Moss,Lotus Climax,1:33.800
Belgium,Phil Hill,Ferrari,3:51.900
France,Jack Brabham,Cooper Climax,2:17.500
Great Britain,Graham Hill,BRM,1:34.400
Portugal,John Surtees,Lotus Climax,2:27.530
Italy,Phil Hill,Ferrari,2:43.600
United States,Jack Brabham,Cooper Climax,1:56.300
