GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Mar 1984,McLaren TAG,DNF,0
South Africa,07 Apr 1984,McLaren TAG,1,9
Belgium,29 Apr 1984,McLaren TAG,DNF,0
San Marino,06 May 1984,McLaren TAG,DNF,0
France,20 May 1984,McLaren TAG,1,9
Monaco,03 Jun 1984,McLaren TAG,DNF,0
Canada,17 Jun 1984,McLaren TAG,2,6
Detroit,24 Jun 1984,McLaren TAG,DNF,0
Dallas,08 Jul 1984,McLaren TAG,DNF,0
Great Britain,22 Jul 1984,McLaren TAG,1,9
Germany,05 Aug 1984,McLaren TAG,2,6
Austria,19 Aug 1984,McLaren TAG,1,9
Netherlands,26 Aug 1984,McLaren TAG,2,6
Italy,09 Sep 1984,McLaren TAG,1,9
Europe,07 Oct 1984,McLaren TAG,4,3
Portugal,21 Oct 1984,McLaren TAG,2,6
