GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Mar 1984,Lotus Renault,3,4
South Africa,07 Apr 1984,Lotus Renault,7,0
Belgium,29 Apr 1984,Lotus Renault,5,2
San Marino,06 May 1984,Lotus Renault,DNF,4
France,20 May 1984,Lotus Renault,5,2
Monaco,03 Jun 1984,Lotus Renault,5,1
Canada,17 Jun 1984,Lotus Renault,4,3
Detroit,24 Jun 1984,Lotus Renault,2,6
Dallas,08 Jul 1984,Lotus Renault,3,4
Great Britain,22 Jul 1984,Lotus Renault,4,3
Germany,05 Aug 1984,Lotus Renault,DNF,0
Austria,19 Aug 1984,Lotus Renault,DNF,0
Netherlands,26 Aug 1984,Lotus Renault,4,3
Italy,09 Sep 1984,Lotus Renault,DNF,0
Europe,07 Oct 1984,Lotus Renault,DNF,0
Portugal,21 Oct 1984,Lotus Renault,5,2
