GRAND PRIX,DRIVER,CAR,TIME
Netherlands,Bruce McLaren,Cooper Climax,1:34.400
Monaco,Jim Clark,Lotus Climax,1:35.500
Belgium,Jim Clark,Lotus Climax,3:55.600
France,Graham Hill,BRM,2:16.900
Great Britain,Jim Clark,Lotus Climax,1:55.000
Germany,Graham Hill,BRM,10:12.200
Italy,Graham Hill,BRM,1:42.300
United States,Jim Clark,Lotus Climax,1:15.000
South Africa,Jim Clark,Lotus Climax,1:31.000
