GRAND PRIX,DATE,PTS
Argentina,19 Jan 1958,3
Monaco,18 May 1958,0
Netherlands,26 May 1958,0
Belgium,15 Jun 1958,0
France,06 Jul 1958,3
Great Britain,19 Jul 1958,0
Germany,03 Aug 1958,0
Portugal,24 Aug 1958,0
Italy,07 Sep 1958,0
Morocco,19 Oct 1958,0
