GRAND PRIX,DATE,PTS
Monaco,18 May 1958,0
Netherlands,26 May 1958,8
Belgium,15 Jun 1958,8
France,06 Jul 1958,6
Great Britain,19 Jul 1958,3
Germany,03 Aug 1958,8
Portugal,24 Aug 1958,8
Italy,07 Sep 1958,8
Morocco,19 Oct 1958,8
