GRAND PRIX,DATE,PTS
Brazil,12 Apr 1987,7
San Marino,03 May 1987,9
Belgium,17 May 1987,0
Monaco,31 May 1987,6
Detroit,21 Jun 1987,8
France,05 Jul 1987,15
Great Britain,12 Jul 1987,15
Germany,26 Jul 1987,9
Hungary,09 Aug 1987,9
Austria,16 Aug 1987,15
Italy,06 Sep 1987,13
Portugal,20 Sep 1987,4
Spain,27 Sep 1987,12
Mexico,18 Oct 1987,15
Japan,01 Nov 1987,0
Australia,15 Nov 1987,0
