GRAND PRIX,DATE,PTS
Argentina,21 Jan 1979,12
Brazil,04 Feb 1979,15
South Africa,03 Mar 1979,0
USA West,08 Apr 1979,2
Spain,29 Apr 1979,9
Belgium,13 May 1979,6
Monaco,27 May 1979,2
France,01 Jul 1979,0
Great Britain,14 Jul 1979,1
Germany,29 Jul 1979,4
Austria,12 Aug 1979,4
Netherlands,26 Aug 1979,6
Italy,09 Sep 1979,0
Canada,30 Sep 1979,0
USA East,07 Oct 1979,0
