GRAND PRIX,DATE,PTS
Argentina,21 Jan 1979,0
Brazil,04 Feb 1979,3
South Africa,03 Mar 1979,4
USA West,08 Apr 1979,1
Spain,29 Apr 1979,3
Belgium,13 May 1979,4
Monaco,27 May 1979,0
France,01 Jul 1979,2
Great Britain,14 Jul 1979,4
Germany,29 Jul 1979,0
Austria,12 Aug 1979,0
Netherlands,26 Aug 1979,0
Italy,09 Sep 1979,1
Canada,30 Sep 1979,2
USA East,07 Oct 1979,4
