GRAND PRIX,DATE,PTS
Bahrain,05 Mar 2023,23
Saudi Arabia,19 Mar 2023,15
Australia,02 Apr 2023,27
Azerbaijan,30 Apr 2023,22
Miami,07 May 2023,15
Monaco,28 May 2023,18
Spain,04 Jun 2023,14
