GRAND PRIX,DATE,PTS
Bahrain,05 Mar 2023,43
Saudi Arabia,19 Mar 2023,44
Australia,02 Apr 2023,36
Azerbaijan,30 Apr 2023,57
Miami,07 May 2023,44
Monaco,28 May 2023,25
Spain,04 Jun 2023,38
