GRAND PRIX,DATE,PTS
Bahrain,05 Mar 2023,1
Saudi Arabia,19 Mar 2023,0
Australia,02 Apr 2023,0
Azerbaijan,30 Apr 2023,0
Miami,07 May 2023,0
Monaco,28 May 2023,0
Spain,04 Jun 2023,0
