POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Richie Ginther,Honda,65,2:08:32.100,9
2,8,Dan Gurney,Brabham Climax,65,+2.890s,6
3,6,Mike Spence,Lotus Climax,65,+60.150s,4
4,16,Jo Siffert,Brabham BRM,65,+114.420s,3
5,12,Ronnie Bucknum,Honda,64,+1 lap,2
6,21,Richard Attwood,Lotus BRM,64,+1 lap,1
7,14,Pedro Rodriguez,Ferrari,62,+3 laps,0
8,2,Lorenzo Bandini,Ferrari,62,+3 laps,0
NC,3,Graham Hill,BRM,56,DNF,0
NC,18,Moises Solana,Lotus Climax,55,DNF,0
NC,15,Jo Bonnier,Brabham Climax,43,DNF,0
NC,10,Jochen Rindt,Cooper Climax,39,DNF,0
NC,7,Jack Brabham,Brabham Climax,38,DNF,0
NC,4,Jackie Stewart,BRM,35,DNF,0
NC,22,Bob Bondurant,Lotus BRM,29,DNF,0
NC,9,Bruce McLaren,Cooper Climax,25,DNF,0
NC,5,Jim Clark,Lotus Climax,8,DNF,0
