GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,08 Mar 1998,Williams Mecachrome,5,2
Brazil,29 Mar 1998,Williams Mecachrome,7,0
Argentina,12 Apr 1998,Williams Mecachrome,DNF,0
San Marino,26 Apr 1998,Williams Mecachrome,4,3
Spain,10 May 1998,Williams Mecachrome,6,1
Monaco,24 May 1998,Williams Mecachrome,5,2
Canada,07 Jun 1998,Williams Mecachrome,10,0
France,28 Jun 1998,Williams Mecachrome,4,3
Great Britain,12 Jul 1998,Williams Mecachrome,7,0
Austria,26 Jul 1998,Williams Mecachrome,6,1
Germany,02 Aug 1998,Williams Mecachrome,3,4
Hungary,16 Aug 1998,Williams Mecachrome,3,4
Belgium,30 Aug 1998,Williams Mecachrome,DNF,0
Italy,13 Sep 1998,Williams Mecachrome,DNF,0
Luxembourg,27 Sep 1998,Williams Mecachrome,8,0
Japan,01 Nov 1998,Williams Mecachrome,6,1
