GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,08 Mar 1998,Ferrari,4,3
Brazil,29 Mar 1998,Ferrari,8,0
Argentina,12 Apr 1998,Ferrari,3,4
San Marino,26 Apr 1998,Ferrari,3,4
Spain,10 May 1998,Ferrari,DNF,0
Monaco,24 May 1998,Ferrari,3,4
Canada,07 Jun 1998,Ferrari,3,4
France,28 Jun 1998,Ferrari,2,6
Great Britain,12 Jul 1998,Ferrari,3,4
Austria,26 Jul 1998,Ferrari,4,3
Germany,02 Aug 1998,Ferrari,8,0
Hungary,16 Aug 1998,Ferrari,DNF,0
Belgium,30 Aug 1998,Ferrari,DNF,0
Italy,13 Sep 1998,Ferrari,2,6
Luxembourg,27 Sep 1998,Ferrari,4,3
Japan,01 Nov 1998,Ferrari,2,6
