GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,08 Mar 1998,Benetton Playlife,DNF,0
Brazil,29 Mar 1998,Benetton Playlife,6,1
Argentina,12 Apr 1998,Benetton Playlife,7,0
San Marino,26 Apr 1998,Benetton Playlife,DNF,0
Spain,10 May 1998,Benetton Playlife,DNF,0
Monaco,24 May 1998,Benetton Playlife,2,6
Canada,07 Jun 1998,Benetton Playlife,2,6
France,28 Jun 1998,Benetton Playlife,9,0
Great Britain,12 Jul 1998,Benetton Playlife,5,2
Austria,26 Jul 1998,Benetton Playlife,DNF,0
Germany,02 Aug 1998,Benetton Playlife,7,0
Hungary,16 Aug 1998,Benetton Playlife,8,0
Belgium,30 Aug 1998,Benetton Playlife,DNF,0
Italy,13 Sep 1998,Benetton Playlife,8,0
Luxembourg,27 Sep 1998,Benetton Playlife,6,1
Japan,01 Nov 1998,Benetton Playlife,8,0
