GRAND PRIX,DATE,PTS
South Africa,01 Jan 1968,1
Spain,12 May 1968,2
Monaco,26 May 1968,0
Belgium,09 Jun 1968,3
Netherlands,23 Jun 1968,9
France,07 Jul 1968,4
Great Britain,20 Jul 1968,1
Germany,04 Aug 1968,9
Italy,08 Sep 1968,6
Canada,22 Sep 1968,1
United States,06 Oct 1968,9
Mexico,03 Nov 1968,0
