GRAND PRIX,DATE,PTS
South Africa,01 Jan 1968,2
Belgium,09 Jun 1968,0
Netherlands,23 Jun 1968,0
Great Britain,20 Jul 1968,0
Italy,08 Sep 1968,1
Canada,22 Sep 1968,0
United States,06 Oct 1968,0
