GRAND PRIX,DATE,PTS
Spain,12 May 1968,6
Monaco,26 May 1968,2
Belgium,09 Jun 1968,9
Netherlands,23 Jun 1968,0
France,07 Jul 1968,2
Great Britain,20 Jul 1968,3
Germany,04 Aug 1968,0
Italy,08 Sep 1968,9
Canada,22 Sep 1968,9
United States,06 Oct 1968,3
Mexico,03 Nov 1968,6
