GRAND PRIX,DATE,PTS
Netherlands,20 May 1962,1
Monaco,03 Jun 1962,2
Belgium,17 Jun 1962,0
France,08 Jul 1962,9
Great Britain,21 Jul 1962,0
Germany,05 Aug 1962,4
Italy,16 Sep 1962,1
United States,07 Oct 1962,2
South Africa,29 Dec 1962,0
