GRAND PRIX,DATE,PTS
Netherlands,20 May 1962,0
Monaco,03 Jun 1962,3
Belgium,17 Jun 1962,2
France,08 Jul 1962,2
Great Britain,21 Jul 1962,6
Germany,05 Aug 1962,6
Italy,16 Sep 1962,0
United States,07 Oct 1962,0
South Africa,29 Dec 1962,0
